timestamp,temp_raw,temp_fix,ldr_raw,ldr_fix
2026-04-11T03:22:37Z,21.99,20.423333333333332,405,402.6666666666667
2026-04-11T03:22:38Z,22.05,20.483333333333334,427,424.6666666666667
2026-04-11T03:22:39Z,22.06,20.493333333333332,452,449.6666666666667
2026-04-11T03:22:40Z,21.98,20.413333333333334,430,427.6666666666667
2026-04-11T03:22:41Z,21.71,20.143333333333334,447,444.6666666666667
2026-04-11T03:22:42Z,22.25,20.683333333333334,460,457.6666666666667
2026-04-11T03:22:43Z,21.89,20.323333333333334,435,432.6666666666667
2026-04-11T03:22:44Z,22.1,20.533333333333335,457,454.6666666666667
2026-04-11T03:22:45Z,22.13,20.563333333333333,447,444.6666666666667
2026-04-11T03:22:46Z,22.14,20.573333333333334,447,444.6666666666667
2026-04-11T03:22:47Z,22.14,20.573333333333334,450,447.6666666666667
2026-04-11T03:22:48Z,22.22,20.653333333333332,448,445.6666666666667
2026-04-11T03:22:49Z,22.05,20.483333333333334,432,429.6666666666667
2026-04-11T03:22:50Z,22.01,20.443333333333335,436,433.6666666666667
2026-04-11T03:22:51Z,22.19,20.623333333333335,412,409.6666666666667
2026-04-11T03:22:52Z,22.12,20.553333333333335,428,425.6666666666667
2026-04-11T03:22:53Z,22.22,20.653333333333332,421,418.6666666666667
2026-04-11T03:22:54Z,21.57,20.003333333333334,420,417.6666666666667
2026-04-11T03:22:55Z,22.12,20.553333333333335,400,397.6666666666667
2026-04-11T03:22:56Z,22.37,20.803333333333335,390,387.6666666666667
2026-04-11T03:22:57Z,22.67,21.103333333333335,414,411.6666666666667
2026-04-11T03:22:58Z,21.96,20.393333333333334,404,401.6666666666667
2026-04-11T03:22:59Z,22.65,21.083333333333332,389,386.6666666666667
2026-04-11T03:23:00Z,22.39,20.823333333333334,397,394.6666666666667
2026-04-11T03:23:01Z,22.34,20.773333333333333,415,412.6666666666667
2026-04-11T03:23:02Z,22.51,20.943333333333335,403,400.6666666666667
2026-04-11T03:23:03Z,22.31,20.743333333333332,397,394.6666666666667
2026-04-11T03:23:04Z,22.05,20.483333333333334,402,399.6666666666667
2026-04-11T03:23:05Z,22.39,20.823333333333334,401,398.6666666666667
2026-04-11T03:23:06Z,22.11,20.543333333333333,431,428.6666666666667
2026-04-11T03:23:07Z,22.38,20.813333333333333,429,426.6666666666667
2026-04-11T03:23:08Z,22.24,20.673333333333332,410,407.6666666666667
2026-04-11T03:23:09Z,22.52,20.953333333333333,432,429.6666666666667
2026-04-11T03:23:10Z,22.65,21.083333333333332,419,416.6666666666667
2026-04-11T03:23:11Z,22.59,21.023333333333333,415,412.6666666666667
2026-04-11T03:23:12Z,22.46,20.893333333333334,446,443.6666666666667
2026-04-11T03:23:13Z,22.42,20.853333333333335,423,420.6666666666667
2026-04-11T03:23:14Z,22.33,20.763333333333332,592,589.6666666666666
2026-04-11T03:23:15Z,22.11,20.543333333333333,446,443.6666666666667
2026-04-11T03:23:16Z,22.33,20.763333333333332,455,452.6666666666667
2026-04-11T03:23:17Z,22.11,20.543333333333333,449,446.6666666666667
2026-04-11T03:23:18Z,22.45,20.883333333333333,444,441.6666666666667
2026-04-11T03:23:19Z,22.48,20.913333333333334,443,440.6666666666667
2026-04-11T03:23:20Z,22.6,21.033333333333335,432,429.6666666666667
2026-04-11T03:23:21Z,22.79,21.223333333333333,430,427.6666666666667
2026-04-11T03:23:22Z,22.42,20.853333333333335,436,433.6666666666667
2026-04-11T03:23:23Z,22.15,20.583333333333332,440,437.6666666666667
2026-04-11T03:23:24Z,22.33,20.763333333333332,449,446.6666666666667
2026-04-11T03:23:25Z,22.38,20.813333333333333,437,434.6666666666667
2026-04-11T03:23:26Z,22.09,20.523333333333333,420,417.6666666666667
2026-04-11T03:23:27Z,22.56,20.993333333333332,414,411.6666666666667
2026-04-11T03:23:28Z,22.86,21.293333333333333,388,385.6666666666667
2026-04-11T03:23:29Z,22.55,20.983333333333334,381,378.6666666666667
2026-04-11T03:23:30Z,22.76,21.193333333333335,391,388.6666666666667
2026-04-11T03:23:31Z,22.63,21.063333333333333,393,390.6666666666667
2026-04-11T03:23:32Z,22.61,21.043333333333333,399,396.6666666666667
2026-04-11T03:23:33Z,22.45,20.883333333333333,396,393.6666666666667
2026-04-11T03:23:34Z,22.52,20.953333333333333,374,371.6666666666667
2026-04-11T03:23:35Z,22.65,21.083333333333332,397,394.6666666666667
2026-04-11T03:23:36Z,22.66,21.093333333333334,422,419.6666666666667
